MFCC_mean_1,MFCC_mean_2,MFCC_mean_3,MFCC_mean_4,MFCC_mean_5,MFCC_mean_6,MFCC_mean_7,MFCC_mean_8,MFCC_mean_9,MFCC_mean_10,MFCC_mean_11,MFCC_mean_12,MFCC_mean_13,MFCC_mean_14,MFCC_mean_15,MFCC_mean_16,MFCC_mean_17,MFCC_mean_18,MFCC_mean_19,MFCC_mean_20,MFCC_mean_21,MFCC_mean_22,MFCC_mean_23,MFCC_mean_24,MFCC_mean_25,MFCC_mean_26,MFCC_mean_27,MFCC_mean_28,MFCC_mean_29,MFCC_mean_30,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,MFCC_std_13,MFCC_std_14,MFCC_std_15,MFCC_std_16,MFCC_std_17,MFCC_std_18,MFCC_std_19,MFCC_std_20,MFCC_std_21,MFCC_std_22,MFCC_std_23,MFCC_std_24,MFCC_std_25,MFCC_std_26,MFCC_std_27,MFCC_std_28,MFCC_std_29,MFCC_std_30,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,Chroma_STFT,label
-522.7831,32.955013,-12.85704,-14.923715,-21.521914,-6.6461782,-11.17508,-3.661926,-12.482621,-6.195956,-6.933281,-0.78481966,0.44578,-1.9621283,-5.941694,-4.9076943,-1.3418847,0.43959546,-4.0487447,-0.3907215,1.001393,0.43157974,1.3714983,6.0005794,2.9431698,2.7046447,0.021596873,-2.005007,2.7541099,-0.39332652,198.92879,76.41303,48.420116,34.507023,29.122341,40.81749,22.436348,15.2106695,16.287664,13.2767725,13.145965,16.79008,16.05866,12.913322,13.329328,8.802547,9.622284,9.719783,10.596229,9.227939,8.588227,9.29949,11.479714,11.327647,7.1780305,6.674348,9.820262,11.571221,8.845353,7.846421,1340.6435316117565,792.8778077587282,2133.700284090909,0.26190962357954545,0.01214029,0.31882596,2
-548.06714,1.6534224,-16.7954,-8.906738,-2.112181,7.1852956,-7.201381,-1.1015126,-4.036541,-1.7869183,-2.3505335,-3.3564782,-1.1524814,1.0673673,1.5226799,0.6891852,-1.1303355,3.443261,1.8528095,0.7563044,-1.3789274,0.32318458,0.5086676,-0.1855153,-0.949979,1.1595135,1.4427154,0.18367913,-0.72299653,1.0418267,224.27196,24.422647,31.036346,21.903934,12.108676,16.271193,12.89573,6.5124435,10.377145,5.518488,5.3004494,5.620144,5.5528355,11.161749,9.905587,8.424839,7.1857333,9.55142,8.648446,6.9081006,6.832819,4.096433,5.440969,4.170696,5.4508047,3.5379248,5.179979,4.6001105,3.5840204,3.8493562,1221.1955282865201,1008.2463144438784,2470.3835227272725,0.11048916903409091,0.018173156,0.3891112,4
-361.38208,19.98414,-29.424196,-36.916576,-38.16297,4.5904694,-11.438613,-3.902679,-10.749191,-0.03062152,-1.9633608,4.537133,11.577578,4.554468,-0.97798043,-6.0889516,-6.00079,1.2004117,-5.824915,-0.4535863,-1.6305256,0.3462397,0.41515845,6.958172,2.667587,4.47934,0.717912,-0.9092716,-0.94870263,-0.78616256,215.40485,56.449753,37.3299,41.938725,53.10818,19.697695,23.991898,28.41915,18.2327,19.56919,17.905617,18.014233,19.478907,17.513815,13.997569,13.25644,10.547613,9.538691,10.043082,9.04087,9.516257,11.720214,13.042193,12.419242,9.930815,8.333291,11.21993,11.163345,8.679372,6.3635917,1303.4882270540602,793.3969892441402,2129.7585227272725,0.2276278409090909,0.041562364,0.3373558,2
-289.31082,7.259498,-46.700233,-29.854517,-24.16238,17.221165,-20.757116,-7.538645,-7.9137545,-1.2137412,-1.7697554,3.1538591,14.774073,10.0231,-0.19389822,-4.842027,-5.359786,1.0747411,-8.278825,0.5222567,-1.7763174,-0.5560779,0.37897235,6.8849363,1.989661,5.286258,-0.44538823,0.3073644,0.7346038,-0.7114729,168.84772,69.988,41.79853,52.983307,53.690605,26.151777,23.373043,32.927174,16.708582,18.118092,16.246666,19.134123,20.429274,20.3243,21.089426,14.008305,13.687399,12.156321,10.116262,10.30902,8.924113,12.3588505,15.547244,16.257318,9.9865055,8.3841915,11.455525,15.191665,9.911859,8.881213,1446.1930559572804,701.4013884107173,2201.065340909091,0.28751331676136366,0.049916543,0.28160563,2
-422.62054,13.815398,-3.4990613,-16.65128,-53.186737,7.179246,-40.212997,-2.9263854,-21.277645,-2.650081,-12.988769,-4.4938655,11.347955,24.383902,17.586424,-0.5928178,-12.876359,-2.5140326,-0.14972213,-9.9146595,-6.9455132,-2.680745,-5.994001,-7.209811,2.9987462,5.6895747,8.836669,8.829751,3.6472125,-0.9565397,95.50962,68.828926,37.931812,31.197104,28.758709,18.171228,23.076778,12.314486,15.153942,9.422124,11.455462,14.872752,19.522377,25.146172,25.84334,21.095203,15.373693,16.066532,14.419255,15.6454,15.801616,16.908396,18.457584,21.044365,17.740702,6.6760597,16.07212,25.180334,25.97941,18.727236,1404.4754304534772,809.7029569045394,2208.3333333333335,0.28245261863425924,0.029814323,0.22954494,2
-392.95728,-2.7612941,-41.200493,-16.911055,-41.070038,3.047021,-2.805197,-4.67347,0.33685887,-3.908649,-5.449863,7.377176,0.22837374,-0.7780315,-6.981946,-4.940162,-7.199104,-1.2912512,-2.225688,0.9775228,-4.0283833,2.2122426,4.067967,-1.7786379,-1.4578049,-2.8970218,1.7562253,-5.068609,-3.3142412,1.015596,159.56589,117.69665,52.458195,48.24094,48.31172,31.928904,32.72111,29.713087,23.501436,26.460098,20.529158,19.523628,19.883175,16.021046,12.398069,15.240088,15.613674,12.558762,10.083911,14.210489,13.221569,15.406765,13.028221,12.79503,8.828119,9.5090065,12.308008,11.726576,9.409684,10.331213,1445.6363324387717,587.1013100844729,2017.4334490740741,0.3145073784722222,0.04574786,0.2234426,3
-392.5152,30.983591,-32.04836,-17.474733,-36.30623,-9.448711,-3.3137085,-9.423532,3.920522,3.0491567,4.238457,-0.5893294,-14.343933,-6.4167066,-11.616467,-5.540045,-4.3511896,2.7446368,1.7139693,-3.602245,-5.002072,-2.3482502,-2.3620028,-0.3263717,-1.4094968,1.7698743,-0.74254405,-3.5466404,-1.1604439,-0.77688557,162.31454,64.09842,68.97632,46.548687,29.252449,42.008366,32.65897,26.941942,24.603455,22.8142,25.499352,22.94193,19.484201,13.264154,12.759535,12.10432,11.49795,15.284816,10.069504,9.844134,14.199424,9.172687,9.694165,7.829645,7.5607514,6.519563,7.981068,8.563808,6.47245,5.2510023,1186.0096142037355,707.8101881014902,1908.275462962963,0.238037109,0.034808896,0.25311822,3
-561.085,24.511793,12.386774,-1.564807,-3.1526709,-0.6566146,-10.718578,-8.172475,-5.6094527,-4.4265127,-10.706699,-4.842754,-5.654847,-3.7859807,-5.6079288,-4.0026793,-2.3897004,-1.6875173,-2.589243,-1.8608648,-3.679424,-1.9526764,-3.7290363,-1.3770566,-1.9884865,-0.78595173,-1.882051,1.1316471,-0.73986006,0.55775666,147.19604,64.84857,41.57813,27.900452,23.25485,26.152159,19.567436,17.147148,13.244414,14.026032,13.632643,12.828043,12.124048,11.933968,10.705162,9.382769,8.698546,7.4834814,5.834159,6.342358,6.8875327,4.632696,6.1453433,5.787988,5.233083,4.17746,4.4936104,4.633189,4.117489,4.9073586,1436.6582863923272,860.4308514636672,2258.7337853773583,0.31868643130896224,0.00633701,0.33519313,4
-423.91086,34.394382,-52.213703,2.217778,-13.191639,3.1111357,-20.352867,-12.994508,-8.740413,0.83664626,-5.690858,-5.364273,3.2096741,4.7920218,6.247242,5.8381586,2.6156921,-0.7760944,1.089048,-0.33582583,-2.571646,-3.1300402,-1.4541945,-4.2768645,-0.49952275,-3.4017465,-0.26422366,-0.6577304,-0.40668857,1.7767441,150.48415,57.804253,68.8019,35.811775,40.80166,30.19258,25.793898,17.801695,18.20328,20.440887,20.036966,20.404566,16.46881,21.345867,21.094244,21.93627,16.587393,18.52418,18.90504,16.583593,14.108773,13.198971,11.5451975,13.822019,13.339197,13.729033,12.331784,12.719677,11.768489,9.682612,4280.406654381088,3145.4408188396837,6849.872909973715,0.16950546692464954,0.06797191,0.25694042,3
-409.70355,17.33369,-67.47623,6.160494,-6.981586,12.852481,-10.984391,-5.4474206,-10.826238,1.141335,-1.6945741,-9.205009,-2.2930298,2.0138223,7.427304,4.886227,-3.2110825,-0.044747088,2.661046,-1.9604379,-1.8514513,-3.3083582,2.1291225,-1.6437764,1.3800714,-5.4123836,-2.6263883,1.3731107,-0.90566045,2.6153295,145.25974,48.889652,70.52305,49.890533,45.299946,44.631878,30.045021,25.88293,27.275654,19.465956,22.267107,18.710695,18.03014,16.11986,15.8537855,20.712923,20.080044,13.763997,12.165558,16.274755,11.997605,11.712673,11.740884,13.070089,11.933182,12.248032,11.1517725,13.21458,10.28265,9.718954,3432.008044357472,2718.208288316872,5626.211300029002,0.1111377972737819,0.09065756,0.2565476,3
-530.5757,44.33389,-28.471447,-20.59722,-33.211807,-4.658478,-11.347469,-0.9929256,-1.3259917,3.8193889,-6.219608,-3.5944972,-4.584308,-9.100276,0.941399,-3.0868864,0.45389396,6.4093213,2.0634353,3.6902368,4.075526,2.5913062,3.5188546,0.36441714,-1.191146,-1.4858079,1.0381964,-2.1302357,-1.0033082,-1.8761723,119.0484,54.730827,50.438107,33.575478,37.959644,24.426687,29.599955,25.246435,26.385185,17.878767,19.300179,12.97871,16.51919,21.654613,14.132014,14.52893,15.347691,16.415781,20.050821,15.0595045,15.845701,13.186552,13.899379,18.85855,15.075507,10.1638155,9.776826,9.236876,12.999849,10.4848385,4200.094645165144,3331.160376226992,7588.030991698086,0.14934155669953597,0.017505633,0.2594235,3
