MFCC_mean_1,MFCC_mean_2,MFCC_mean_3,MFCC_mean_4,MFCC_mean_5,MFCC_mean_6,MFCC_mean_7,MFCC_mean_8,MFCC_mean_9,MFCC_mean_10,MFCC_mean_11,MFCC_mean_12,MFCC_mean_13,MFCC_mean_14,MFCC_mean_15,MFCC_mean_16,MFCC_mean_17,MFCC_mean_18,MFCC_mean_19,MFCC_mean_20,MFCC_mean_21,MFCC_mean_22,MFCC_mean_23,MFCC_mean_24,MFCC_mean_25,MFCC_mean_26,MFCC_mean_27,MFCC_mean_28,MFCC_mean_29,MFCC_mean_30,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,MFCC_std_13,MFCC_std_14,MFCC_std_15,MFCC_std_16,MFCC_std_17,MFCC_std_18,MFCC_std_19,MFCC_std_20,MFCC_std_21,MFCC_std_22,MFCC_std_23,MFCC_std_24,MFCC_std_25,MFCC_std_26,MFCC_std_27,MFCC_std_28,MFCC_std_29,MFCC_std_30,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,Chroma_STFT,label
-479.95868,19.244884,-17.34447,-9.276196,-24.14058,0.5436438,-8.139001,-17.888927,-11.989541,-1.8892477,11.145616,10.418852,1.5387676,-5.1942205,-4.981794,-6.552842,-13.814373,-3.9477155,-3.617614,-0.10535616,3.5424736,0.80868447,-0.9242551,3.65578,1.1651317,2.8025823,0.81909525,4.463988,6.1785865,4.9623375,177.47253,43.934277,47.496544,22.031988,26.795774,18.603683,17.085854,19.288807,18.935474,22.64809,26.52862,24.60189,29.65393,16.695805,15.213591,13.140268,17.018002,15.564319,9.743666,11.940962,17.555864,17.297321,10.992401,9.53127,11.719106,7.0333204,12.863043,15.352085,12.477175,7.6647077,1263.1966255351463,756.2755427700696,2005.752840909091,0.252294922,0.015216819,0.23360687,4
-449.7374,59.034477,-56.081257,-12.396012,-36.21316,-5.9640718,-10.4934,7.4917545,4.5281706,-2.6137593,-12.481035,11.162846,-7.6915894,-3.9188209,2.302044,-13.223819,-10.083456,-6.195223,-2.0843942,3.8788366,-4.558828,-4.675719,-7.5814853,-3.9943779,-1.541169,-5.5024214,-2.252856,-3.427071,1.2812063,4.510815,143.61758,66.51461,72.50039,44.792164,34.0662,37.92678,22.42563,26.42264,21.833393,22.010069,26.570757,36.229126,23.87662,20.20155,17.539295,21.396803,13.77085,11.718554,13.280284,17.220352,18.708372,15.084997,13.750958,13.837533,9.86746,11.819023,10.032045,11.80471,12.548941,10.679889,3431.803233629202,3309.074847301238,5863.875910854118,0.095371184,0.03018823,0.27241665,3
-523.1853,34.516148,-51.641205,2.268749,-13.283477,6.656557,-4.8476896,5.25386,-4.9475303,-1.8359767,-0.9298172,-2.9549935,3.1348665,-1.4724747,-3.4734066,4.774309,12.887651,10.448204,7.453382,4.456833,-0.8254202,-7.707593,0.13825186,1.295344,2.7720735,3.981049,-1.2385926,-4.2993407,0.49640658,1.4639952,140.72346,49.32026,70.91266,30.165037,24.900425,44.136105,28.01916,22.253157,22.51827,21.497742,22.2794,17.619951,12.759036,15.295457,29.085125,19.64421,19.715223,24.311823,18.800987,20.488249,15.548332,20.261957,18.101068,12.96798,11.123604,12.777865,10.223634,13.383887,10.166901,8.821621,3298.847529815835,3341.7172862161187,6076.659929669374,0.086719203,0.023051543,0.33686715,3
-492.20312,53.70804,7.9838405,17.997452,-10.039541,-10.003989,-13.485931,-10.161295,-15.563131,1.0730724,0.024913814,-3.268954,9.189124,3.179034,-1.7855592,4.2404513,1.6744056,2.5924666,2.7215486,3.314651,7.7333045,3.5084248,12.248986,8.895956,4.2061014,6.7618794,0.88903326,-2.840365,1.4963413,0.57308024,84.79419,49.05658,70.827965,41.14204,31.295122,36.186657,20.288757,22.189102,27.29846,18.676258,16.542622,15.487159,15.732117,15.255132,20.91234,11.292223,18.280716,13.298359,14.5221405,13.214845,15.086975,12.614088,19.819042,14.379361,9.973481,11.018199,10.208056,9.609164,6.807607,6.9821725,2848.249265449751,3236.234313566647,5228.771321236949,0.097576947,0.027489072,0.26647228,4
-544.20447,73.619354,10.783974,0.8663996,-18.158129,-10.96277,-15.164773,-18.021143,-23.461712,-11.38124,-1.3774551,-4.7237873,5.8053484,5.530879,0.22528148,3.8357782,1.5844724,9.58146,7.0209475,5.2904825,12.678834,2.8317196,6.595733,2.8586948,-0.17666711,3.9771466,-1.407626,-1.6776313,-4.111707,-3.0948732,62.73675,47.981148,41.410255,38.51305,29.295538,23.863558,33.657814,26.964428,27.364998,33.90444,24.007885,14.9301815,17.008894,14.653981,14.376514,15.042455,14.907453,15.132718,12.56273,17.404882,14.358914,13.300515,10.589689,14.274611,10.293831,8.3505125,7.09993,8.743527,11.036821,9.3347845,2533.114467,2875.363222,4042.3467861803942,0.073585457,0.019535203,0.25519705,2
-473.19852,69.24158,-30.312777,0.75637937,-21.434423,-9.028423,-24.495462,-8.6567545,-11.34484,1.7223119,-4.5423512,-4.064895,8.0975275,-0.067086555,3.4223137,17.426224,13.671747,5.447624,2.3986423,-0.32861158,5.195128,0.12479367,0.53216064,-1.852747,0.34222412,-1.4946237,-2.1649275,1.5212947,3.7624342,0.9542337,139.28912,41.55613,87.65264,34.639687,36.052498,40.473995,29.949217,25.405756,20.82255,21.838797,20.270527,19.93484,16.779629,19.269192,18.323503,21.946606,22.274563,18.95826,23.34349,17.800562,13.69043,12.0756,11.182543,10.207271,11.768983,10.335299,11.236526,10.941324,9.633617,9.337733,2742.746584331366,2876.727047520147,4394.871800681554,0.090667371,0.031811155,0.25037032,3
-472.0388,79.08909,-13.994478,8.3160095,-26.605097,-26.734238,-15.457568,3.2066166,-23.05402,-6.5233045,-10.33338,-5.1779003,15.781786,1.2291272,-2.257198,20.544664,14.524605,16.738937,8.628766,3.0472364,5.57591,-3.381586,2.4393458,2.6149712,-2.3434474,-1.7066274,-2.3428926,-3.6562545,0.45643386,2.760673,92.33973,63.146812,65.53383,33.80244,27.909155,31.270128,32.043518,23.926252,26.302063,22.712439,22.603397,21.782068,19.895306,22.88256,22.937996,27.6316,29.009825,18.930841,25.655355,19.16335,25.464586,15.95581,16.589891,16.731674,13.0765295,18.202019,11.084867,13.273914,19.339865,10.828537,3018.1590006484885,2888.537988149287,5096.374596686485,0.095581904,0.03696233,0.25806642,3
-500.0027,15.386658,-51.940258,-8.615986,-3.195947,12.0131035,-14.922654,-6.0546193,-5.403207,6.127704,5.431129,-1.3123013,-1.2085624,3.644454,8.27333,7.6570897,2.1572535,-0.4322606,-1.997427,7.4866834,3.3693779,-5.1314716,-3.8000169,-0.80531967,3.592798,3.513636,-0.3698521,0.38739693,-0.9532798,-1.0203365,93.357956,48.890717,73.10211,35.66262,32.869377,31.715994,23.026878,19.640337,20.465715,26.838198,24.88844,20.243025,22.624542,18.857872,20.680313,15.113969,22.920567,20.046572,20.126316,18.198702,13.854247,13.959965,11.164594,12.032803,12.004597,10.299925,10.2654295,10.419166,10.202562,8.513906,3489.8092167019604,3361.4226714111155,6496.582371,0.094118194,0.03219791,0.28658515,3
-497.77695,45.807007,-6.360055,2.8859713,-15.462367,-15.159262,-11.563812,-6.2078214,-11.508474,-0.29775214,1.6555847,-3.8749554,11.566153,2.8569303,-0.47937748,7.272127,3.5061104,1.5952195,0.19320416,4.1625886,9.223155,6.657244,6.5520444,3.1975906,-2.6501873,-1.7543156,-2.0131295,0.2887964,1.7193074,-1.4548982,90.3247,44.846848,25.168678,21.244175,23.85225,31.351965,18.570795,19.023355,23.228966,18.521555,10.869812,21.004026,15.754096,14.470807,21.879318,18.998117,16.012087,11.789941,11.438824,14.606212,20.432404,16.7947,15.159488,11.524816,15.101737,10.35163,11.848391,7.7584558,6.446095,7.12695,3581.745629945005,3627.523616996773,6623.7331877175175,0.09368769,0.020149324,0.3216908,3
-614.31494,15.435118,-31.174162,-12.592387,-22.41949,1.9981469,-11.209578,0.15721737,-8.7349825,-5.2472844,-9.366307,1.8755307,13.4909,8.935886,1.087607,-3.4242551,2.5012417,-0.96618426,-9.159961,-3.0805082,1.253481,-6.034329,-0.0452171,8.544168,2.0283022,3.8252406,0.27589843,-4.557156,2.1473753,0.16379969,171.13211,86.41719,40.648064,38.31278,25.77864,17.310389,25.925688,17.047468,12.718297,11.356543,12.48371,16.712824,23.935204,21.603796,21.034838,21.372532,10.500485,12.58146,11.552626,9.281312,10.813055,14.940807,14.614084,15.792619,8.0967455,9.084331,10.77155,13.00648,12.469632,10.537795,1154.7469657679203,636.8871395,1819.9146412037037,0.21379484953703703,0.006176928,0.2602095,0
-328.56635,-68.29309,-39.29605,-12.389468,-16.783342,11.50654,-35.559643,7.017836,-1.9048647,0.5048466,-5.650707,-1.7166171,-3.677232,-8.355021,-5.5154014,-1.9314939,-4.074758,-0.74140835,-6.661725,3.6290283,-4.14983,1.5304133,-2.9085207,0.8243826,-1.5014323,-3.9488547,-1.5592937,-3.0873775,1.9557338,-1.6479523,142.0306,69.08963,39.44267,39.199852,39.236572,32.93083,26.477968,36.558357,19.405779,29.063042,34.53186,20.445986,21.382011,16.715502,15.574987,16.612692,19.950989,16.72227,16.680485,16.51119,16.707254,17.873005,18.968216,13.013742,9.124514,12.019559,14.021943,12.397732,10.821002,8.729497,2208.452520008038,804.6965628981984,2987.686011904762,0.5124767485119047,0.050302733,0.24745457,1
-358.67328,-30.047174,-30.021183,-22.394506,-21.830606,-6.283793,-25.862062,7.0380387,12.338664,-1.6374935,-14.928472,-6.0178733,-6.5757184,-7.472082,-11.213882,7.5694165,0.627635,-4.66714,-1.7766079,3.4724717,-5.0356045,-3.2742162,-3.4083624,0.30247918,-2.0456672,-1.190349,-5.646901,0.43412927,-3.0130756,-3.812013,123.16113,70.08738,57.507,46.660393,37.46122,27.578476,35.09625,47.648495,34.38051,35.273624,32.535534,29.683516,28.817503,21.762354,31.877588,25.671331,22.90143,17.787357,24.706917,21.935251,20.883842,20.540157,25.42256,17.366842,9.762451,15.43062,14.911273,10.783904,12.703521,10.0838175,1788.6606274341464,826.4065424669095,2605.5431547619046,0.3841285342261905,0.037875842,0.2786572,2
-604.9713,59.94718,-4.8855443,-12.000635,-26.078135,-15.576945,-9.258035,-13.695322,-10.52088,-5.06066,-12.435352,-8.06381,-9.249877,-6.9158354,-5.48842,-3.5009341,-5.641755,-0.30020282,-2.6133301,0.046250828,-2.1411679,-0.68501693,-0.27744713,2.0572782,4.1539803,5.6245637,2.161448,1.1106268,2.5958087,0.75408614,170.9192,48.521717,51.971416,36.933735,43.912144,31.397907,20.169937,20.116575,14.849391,13.860019,12.574144,13.164895,10.074417,10.791112,14.587745,8.180758,10.355207,12.615257,9.625008,10.523176,9.49045,8.5447035,9.690926,9.769957,9.198061,9.154417,7.9873066,7.7596946,7.9292083,6.307114,1052.4732957343265,854.4147742,1927.059659090909,0.19528142755681818,0.005343691,0.3498986,4
-403.15173,6.477061,-40.007572,-12.687297,-19.707172,-5.1546683,-13.631578,6.0333443,-7.252059,-1.3814598,-5.279356,-0.009544828,0.6862595,2.9556782,-3.080356,-2.7869277,-2.6218162,-4.2955966,-9.675577,-3.559371,-1.3176801,-5.5915403,-3.7004244,1.5037527,-3.211665,-0.64012873,-1.5803812,-4.8866105,-2.0605626,0.55287653,164.26358,75.97754,66.00061,31.038258,36.131264,29.43144,25.262901,21.824108,25.02371,17.24002,17.12925,22.155035,26.36801,20.488611,18.92683,15.927861,14.84095,11.908159,12.393891,10.509418,12.580327,13.064566,13.059375,15.182348,10.105431,9.908672,12.062287,12.746012,12.100441,13.186929,1330.6381496482588,672.0463468,1997.3122133027523,0.27360324684633025,0.037464865,0.30426484,2
-524.62054,-1.1085268,-14.027657,-18.299765,-16.361265,7.060589,-14.310473,7.320007,-11.680142,-1.4460406,0.8261317,1.6088581,4.8897715,2.6669085,1.9760121,-4.8461013,-3.4278603,0.06448477,0.7259921,1.89443,0.3886789,1.6855221,-1.3161799,0.202267,0.9029614,2.5617967,3.4511366,3.3075345,-2.1042473,-1.4437062,218.9843,22.71669,26.030157,26.941376,23.679712,12.412428,18.179255,12.55456,18.771202,22.126667,16.771122,16.316288,18.809162,19.23219,16.778303,10.094958,10.622889,8.160844,7.2039123,5.9037585,5.854692,7.031836,9.20782,11.199808,7.9055104,5.826089,8.447405,12.244392,10.264916,7.164102,1189.0534430167197,896.3390205836147,2293.536931818182,0.14849964488636364,0.014093715,0.2977582,3
-463.1372,25.892786,4.690763,-38.171055,-27.67059,-9.652216,-6.0056825,3.7944617,-10.79318,-6.4680963,-13.82036,-6.8704658,-9.682342,-4.41782,-5.503418,3.5414956,-2.2975757,-6.4854417,-0.29272157,-0.10014205,5.350957,1.5356224,6.675314,5.9571834,1.8000847,-0.021800198,0.12935019,1.6032522,0.8087589,3.029967,179.84563,31.837448,32.991203,40.71912,36.696156,21.077337,28.371733,15.751653,17.499372,18.761076,21.084776,22.418583,15.847586,14.104361,14.407138,15.332206,10.632224,12.862221,10.339626,12.880528,10.844967,11.114524,12.867754,12.980054,9.418801,9.052804,7.259144,7.3122277,7.6159654,7.90341,1384.135658174051,994.3418512187128,2528.338068181818,0.22659357244318182,0.013598481,0.28075305,4
-465.10757,6.303763,-29.418974,-18.486113,-14.138035,0.87945527,-6.484239,-7.5624537,-11.6164665,3.5454733,10.730396,3.618635,-6.1443744,-7.9598026,-3.0553653,-1.7155306,-5.5344205,-0.7937916,1.5696164,3.017121,2.0361748,1.0927837,-0.51337767,-0.58095986,-1.7547572,-0.8610353,0.24917755,2.282496,1.3408461,2.461952,186.79796,52.32535,42.68544,35.065384,34.450317,25.136574,16.449791,17.879963,17.633276,27.213152,27.933449,25.630291,14.663793,18.647495,10.763849,12.9817915,15.788538,11.200282,6.752178,9.229678,10.909044,12.658532,9.652739,6.3350787,4.9042134,6.506482,7.813567,9.301652,5.8488035,4.060577,1254.9528537239514,869.0275029933907,2233.025568181818,0.19293323863636364,0.023742085,0.33007702,3
-622.118,-4.8124433,-21.116428,3.1298177,-19.089003,-7.565506,-4.527616,0.99479806,2.8482656,5.4483213,-3.8464725,3.1576414,-6.567085,-3.32953,-0.5098802,0.16505462,-2.2151742,-0.18858846,-0.650025,-1.0449955,0.1410471,-1.4785143,-3.6492436,0.31677312,-2.2471209,-2.9469223,-1.6803246,1.0200444,-0.36116123,0.7267922,155.67201,64.63998,45.825214,23.284403,38.11498,27.075945,24.902653,30.4256,19.716312,17.104416,24.953844,13.897054,16.87443,14.525584,15.390094,16.602518,12.623386,7.69549,10.131553,8.69152,10.333649,8.658154,8.014556,7.4550366,5.4507017,4.8635178,5.946707,6.0059137,6.5280232,6.049615,1338.0883454022141,846.5801252467306,2270.244891826923,0.22743577223557693,0.005161841,0.33442146,3
-403.4693,21.703688,-3.4234748,-8.628226,-49.819912,-23.67369,-28.836563,-3.716701,-9.67416,4.933892,11.070141,8.853323,15.536699,-1.2953724,-4.3611236,-0.4666256,-9.7639675,-9.109674,-4.2927837,0.6437768,-2.7982037,5.4740343,1.7785312,-0.9916805,-0.45975628,-3.555505,-2.5380597,-2.7362945,-0.5769277,0.9763456,160.64748,36.845657,29.613646,20.440014,28.702608,21.144419,20.639717,18.55852,23.239906,24.856688,26.592873,30.017876,27.367826,21.587791,20.666552,16.16465,14.118621,14.991564,14.2282295,11.090242,15.989164,19.21102,16.985775,12.830131,10.823318,12.592718,13.225843,15.552565,16.066576,12.230219,1123.9165095800072,797.7534273565948,2000.716743119266,0.1621452121559633,0.037245154,0.20479134,3
-666.6571,30.25393,-17.4948,-4.1078386,-16.672157,-15.477616,-9.4804325,-13.399698,-9.267764,-8.780789,-10.813991,-4.2278647,-3.8552935,7.8286586,9.586743,1.092003,-5.8101125,-1.7425088,-3.103744,-3.523985,-1.6353633,0.8381758,0.23438665,-1.3421193,2.094451,2.1941786,4.2726464,8.976812,3.6596053,2.1322653,146.3879,46.90979,41.062656,25.701536,24.004875,30.66053,16.976429,17.717453,16.7237,13.592624,15.753845,13.758669,13.321681,20.594042,22.812128,14.301248,16.250572,8.758032,8.374127,12.2599,9.556009,11.02672,8.791982,12.02976,10.945962,6.7004337,9.163222,14.815811,11.445998,11.297676,1348.7484586193145,935.4720023154255,2374.9289772727275,0.26643288352272726,0.001310579,0.2982975,0
-570.02094,19.763783,-11.937172,-12.779121,-16.746572,-9.164732,-11.599818,-11.240459,-10.19106,-6.1056404,-3.2010782,0.58443975,-1.3317287,0.5940026,-0.2665271,-0.17849159,2.1357026,0.20900567,-2.5878873,-0.16786028,-1.3817418,-0.078779794,-0.80022144,0.88946503,-1.3152218,0.035082497,-1.383338,0.91528904,0.7506976,3.4563773,190.39027,34.30873,33.394253,26.75652,26.637556,23.041037,20.959476,13.669306,15.319284,13.855577,16.554924,14.287836,13.5867605,9.320538,10.454569,7.9416995,8.874773,6.713182,6.8621497,6.1698747,6.1927876,5.94205,6.7856326,7.741832,5.863525,5.8405123,5.4527183,4.1982374,5.7313037,5.2239714,1151.9626674685082,880.3534309,2087.5710227272725,0.20197975852272726,0.006263573,0.3166642,0
-553.93585,39.03549,-26.946249,-25.326866,-21.112911,-17.567974,-17.681684,-6.754753,-21.037693,-10.431659,-5.533681,1.478312,6.1812234,1.6760217,-6.1578484,-1.4583635,-1.7752101,-1.0536824,-4.3209805,1.023562,-3.6385098,5.0262074,4.1192174,5.377976,2.6731334,1.618599,-0.6364476,2.640941,0.005739299,0.31480643,166.2102,71.53681,67.967384,37.705753,51.69703,36.36954,18.073912,20.865059,18.498415,22.455996,19.335777,22.55391,25.354233,16.927683,20.602333,13.823329,9.994341,11.073453,8.898223,9.221992,9.464024,8.843443,9.51558,8.910848,9.259794,7.4419465,5.370697,6.5194626,9.255471,6.2707415,1504.7114269717808,787.5369651313121,2219.0696022727275,0.34285777698863634,0.007394628,0.29071957,0
-437.47086,39.975292,-8.529774,-17.928251,-34.994617,-26.767488,-21.885122,-19.221514,-15.234815,-9.883891,-5.490598,-3.4653964,-4.160213,-2.5159907,-15.6763935,-7.451839,-8.601378,-3.1775682,-4.1520286,1.3514149,1.7210382,4.6777854,4.093639,7.169412,1.813703,1.750595,0.26277852,1.5279634,-0.58110905,1.7656289,147.44952,45.617527,35.968285,36.55082,30.577578,29.232468,24.348667,18.400753,19.763021,18.954311,21.064884,17.001738,14.353731,14.5031,10.7373705,11.327238,8.945639,8.668066,9.868872,7.8877954,7.330222,7.477741,8.6662245,7.2460604,6.7546144,6.336813,7.662575,6.1478,6.358604,5.7355022,1237.624838261777,881.7214051427902,2148.5085227272725,0.23038884943181817,0.01304862,0.29990634,0
-531.6205,19.733711,-8.894865,-22.107922,-23.74813,-11.999338,-12.551074,-3.6018317,-10.098545,-6.343739,-6.932799,-2.7059867,3.1602561,2.960693,4.183769,3.9948504,-3.6703084,-1.6432179,-3.830239,-1.3414882,-1.344725,0.27617344,-3.1789277,0.14231616,0.6279715,2.1288943,3.4621594,0.8980061,0.50407183,3.6156712,215.36868,61.768505,44.547173,44.249706,32.97011,29.877934,19.616644,26.167847,23.790392,22.13723,17.090792,15.347854,18.53814,20.649618,12.404817,13.526125,10.536686,10.235354,7.9352884,7.256894,6.4650645,9.912874,10.362899,10.0682535,10.203072,7.5993247,6.800921,8.439545,7.4682665,6.00405,1213.4085973695182,836.2393418224527,2031.6051136363637,0.19290216619318182,0.011958072,0.34728625,0
-541.72516,43.783527,-7.9142766,-20.243505,-22.3734,-30.92264,-22.44937,-19.22039,-13.95007,-12.574308,-5.983174,9.575925,7.3793297,3.0019507,-0.60774386,-1.7962645,-4.922501,-5.9102807,-6.867709,-3.338913,-2.5178115,2.475645,0.26274177,5.045563,1.9312379,3.5801857,1.1693655,2.5014417,1.6894362,1.2377545,132.2658,57.76237,41.30201,26.499298,27.916441,25.58463,16.132797,14.872152,13.415201,17.073824,19.95689,26.489664,23.515835,19.69381,19.468948,17.51171,11.198608,10.300951,9.505422,8.473059,9.555691,8.76254,9.346744,9.477097,8.270421,6.844972,8.8287525,7.2719154,6.44011,8.403976,1080.7101649727356,803.7120406064254,1808.4161931818182,0.2142001065340909,0.00671955,0.2595213,0
-537.1314,16.746862,-1.8804932,-6.2543015,-8.483591,-6.4063787,-8.255365,-4.814505,-3.9350183,-4.6585884,-3.8213065,0.038917195,3.1807127,5.6392794,2.1761093,-1.8414547,-1.1915896,0.032306317,-3.239305,-2.9443903,-1.9635555,-2.6029847,-2.2925203,-0.085931264,2.534707,3.112712,1.0595208,-0.3171733,-1.1178751,0.53105766,94.88941,38.638023,18.07348,23.55372,24.680258,19.865644,14.421205,10.481102,8.558803,8.627368,9.983022,12.518055,17.223734,16.255133,10.654713,7.8914857,5.727215,5.3639526,6.477157,6.84157,5.5361557,5.3279195,9.924736,8.24742,8.892314,7.6915636,6.8767405,5.4057198,4.8692403,4.4184155,1268.6858449451822,876.9827161991745,2145.809659090909,0.22432972301136364,0.009051777,0.2911891,0
-549.65375,29.512922,12.04824,-39.45373,-23.172567,-26.119728,-22.007715,-17.44843,-11.7560425,-10.113523,-3.834137,13.714288,16.352575,9.301817,-0.967069,-1.7597576,-1.3041401,-3.6549838,-2.3446796,-1.9522365,-3.0146623,1.7383626,3.4565747,3.976407,2.6105092,2.5360546,-1.0509673,1.2220026,-0.79519695,0.5604877,145.52893,42.19928,32.52782,32.441734,24.20136,29.335508,20.773237,22.550993,16.326258,21.64502,23.555868,28.68058,26.210526,18.814564,18.659735,13.612946,11.736264,12.541404,7.8789754,9.277727,9.129182,10.049506,13.709492,9.933994,9.746515,8.532507,11.786098,9.186114,9.525225,7.649223,1354.448021192405,1027.2045474636782,2510.724431818182,0.19165482954545454,0.007415447,0.24470876,0
-393.21326,22.227612,-31.186607,-19.778269,-24.745363,-5.7577744,-0.77167344,-8.2371,1.7905439,7.518178,-8.903394,-3.2609148,-4.544294,-6.335233,-1.8931899,3.3289986,-0.4162168,2.2053506,-1.841116,-2.6137466,-1.7658173,-0.81209534,-0.81197,-0.5799808,-1.1142536,-0.5414271,-0.47534224,-2.2912521,-1.6176758,-0.37073967,122.763115,53.721405,67.66109,55.85941,37.785534,34.44749,30.522295,20.718653,26.658731,28.633661,26.557184,16.175371,19.32419,17.541574,16.888214,13.891092,10.741328,9.624669,8.588715,9.739884,9.123621,9.094517,8.612192,9.152428,8.5950775,7.20056,7.5351944,8.374427,5.859875,4.9192405,1245.662085225793,737.0026995218338,1920.0520833333333,0.25073009672619045,0.064817525,0.26448038,2
-324.9815,-13.358607,-66.148575,2.493269,-18.127037,10.324727,-29.060678,-8.026777,2.9743762,2.1494708,5.5999975,-3.6508048,-11.055978,-3.1474912,-7.992,0.7919792,-5.5659933,2.7711806,-0.31580988,1.164802,2.963943,-5.326196,1.3643396,0.6258334,-3.055401,-2.1959171,-3.4689283,4.8995166,-3.077548,1.7947398,125.462204,64.87999,70.03656,42.959766,36.671955,24.954079,24.495808,28.647198,35.705906,38.7894,35.209824,33.592125,31.7596,23.72534,21.826456,25.356028,22.66229,22.13069,12.81503,18.6406,21.40952,22.666592,18.950155,15.219798,10.406515,9.669863,17.494776,18.500801,13.899081,8.142805,1400.4043715318455,625.4103840611909,2070.2752976190477,0.27430245535714287,0.09378221,0.2179696,2
-610.36884,49.109734,-18.99529,-18.180563,-26.739008,5.356652,-15.929747,-9.361512,-1.8818446,-13.321492,-11.065208,-6.708611,-10.530231,-10.550661,-5.412383,-6.6289873,-7.2187476,-1.0674995,-2.458221,-0.99183583,-1.2488476,-0.21890186,-0.57338434,2.4802752,1.0639488,2.6454742,3.1009467,2.9552732,3.7238023,3.2600849,188.74866,67.05842,68.340675,34.56175,37.579536,26.849644,24.582539,20.116262,24.914516,15.981048,13.718041,10.906445,13.6194515,11.1883745,11.177815,8.840502,7.37739,8.695714,7.489636,8.802067,9.089535,6.698739,5.748808,5.7521553,5.422853,6.1053905,5.187814,5.125684,5.598156,5.3732977,1233.675427879621,797.1824906812593,1984.3039772727273,0.24826882102272727,0.003054464,0.37703487,2
-360.40906,30.057152,-33.28293,-36.710987,-20.903475,-15.887027,-4.563667,-2.6951432,-11.062725,-9.186943,-11.112578,-1.9037817,4.8558555,14.94812,8.301855,-0.37887982,-7.550946,-0.18794926,-0.97665626,-3.7763178,-0.20998597,1.1437728,-7.4765015,-0.35246027,5.3223786,4.6392407,7.7409983,3.3682365,-5.344804,1.7166612,152.00592,82.34993,50.738678,50.31405,31.69073,32.267326,17.282999,18.833359,19.114517,16.163801,19.618761,19.32552,22.728464,28.92119,23.876966,23.869629,19.499529,12.795941,11.917529,12.818772,11.575807,12.196642,14.6331,12.739633,12.026599,8.503384,13.7802725,17.191666,15.779022,9.963873,1338.266129583372,767.0161549731433,2178.0894886363635,0.22763227982954545,0.044081457,0.26809728,0
-609.1942,71.24751,-43.80809,-36.936665,-22.113676,-11.1110735,-14.034677,-9.381514,-13.8735285,-1.510434,4.4492064,9.247151,-8.599809,3.920943,0.1654597,3.2205973,-5.478908,-2.649221,-1.9194796,-0.56426996,8.431082,5.9884057,-0.6684571,-5.390625,-3.5046072,-1.3585345,-1.9502473,-4.953178,2.3267846,4.0517864,170.25288,67.73475,49.439396,35.639618,19.875576,18.809908,17.371098,19.383883,13.977853,17.254055,24.3778,17.537895,15.766809,22.885378,16.369797,13.1717415,13.558514,13.351207,12.2254715,11.105358,15.891166,19.593876,13.9670725,11.389548,12.661491,7.4456606,11.115703,11.302518,11.642209,13.044782,687.0154564106826,433.0044881891464,1080.6790865384614,0.11667104867788461,0.00618226,0.14855218,3
-448.88116,65.83567,3.7378528,-9.820514,-14.85024,-17.969265,-13.248903,-18.634348,-17.692991,-10.362831,-9.851162,-4.6861496,-8.633514,-5.912621,-5.75219,-4.8885264,-5.2596273,-3.619185,-4.4646673,1.3678735,6.422507,5.907701,3.3622584,1.4489617,0.14552054,-0.64594597,-2.0851786,-0.9738664,-0.9589573,0.122261256,109.18972,47.333515,45.140377,36.356716,24.275482,21.260586,20.120632,18.69108,18.594944,17.2005,14.619622,14.674082,10.866738,9.592063,9.831646,11.304752,12.549331,12.174661,7.2383246,10.358927,12.296268,11.095728,10.713436,8.937895,6.954346,6.5266423,6.048079,5.279049,5.1379566,5.4368253,711.6500601,558.8906180030847,1104.752006880734,0.13070258744266056,0.017892698,0.23976019,3
-444.17496,-14.003099,-11.050972,-13.648567,-8.702762,8.254403,-15.671849,-9.41428,-6.138632,2.7305298,2.416911,1.0872933,-2.1385314,0.44276005,-4.7088823,-0.6789207,-0.80120367,0.4829943,-0.052388035,-0.0717914,1.3599936,2.2709932,-0.30227816,0.7416361,-0.44459042,1.3126037,0.14473042,0.29457694,1.3967739,0.753496,164.43431,70.88469,59.10854,44.55039,32.6591,41.04969,32.596153,25.773378,19.456072,29.854952,21.412369,22.386557,17.004747,16.579775,14.56577,13.307407,16.176565,8.87886,10.588758,8.432104,7.9078035,13.320534,12.097062,7.1996865,6.873483,7.217948,9.110967,12.181178,8.129491,5.3384385,1683.1657704122672,703.4853105312683,2435.15625,0.32004172585227275,0.03022284,0.26674834,4
