0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
-448.29047,59.59339,-49.938858,-12.7129135,-34.138855,-10.40839,-13.511157,7.1394854,4.536141,-2.7786102,-13.064546,10.528266,-4.4577312,-3.276168,1.5200803,-13.5832815,-11.301112,-6.51948,-2.6701303,4.1940994,-5.6197023,-3.75621,-5.6505227,-2.775004,-2.433604,-5.0902557,-2.8473945,-2.4884179,1.1377976,4.588137,165.92722,50.787167,67.38812,40.544437,34.037575,24.177204,22.404667,24.347755,18.791777,16.811567,24.228281,24.456293,22.870838,17.743727,15.304543,21.132946,12.670084,12.313302,13.496361,16.605034,18.155724,14.104386,15.976971,13.951189,9.83209,13.026145,9.87114,11.9780655,12.4977,10.501295,2936.5240114263293,2656.8991738903796,4890.03555050029,0.08696730894721577,0.03148007,0.2950221
-459.04373,42.99701,-44.082764,-8.2774,-34.807648,-6.3074627,-7.0209208,16.196564,-2.479278,2.5628068,-5.6945596,2.9821708,-0.44697985,1.7517058,-7.7618127,-4.0401845,-10.720558,-2.3642974,-3.4542165,2.1783328,-1.0699326,2.6140368,0.7505972,3.0213263,-2.9770644,-2.712203,0.53573245,-2.792304,-0.043890227,-0.88679665,179.7765,40.898724,60.737206,41.932304,37.684277,26.29423,20.519709,25.696648,19.610332,20.59008,26.042154,15.072091,20.532078,19.64783,19.897522,20.646128,15.745702,15.878644,17.33301,17.110374,20.148039,17.086143,18.15663,17.798615,13.662109,23.946796,14.250609,17.068357,12.418298,12.276701,4150.490037489692,3266.3555182660207,7375.796544192285,0.1257726399361949,0.031777415,0.31343737
-479.40277,72.998405,-12.821838,-14.064825,-23.304647,-7.9982915,-11.367352,5.494617,10.413519,11.231475,-5.2576475,-10.489985,-0.61995333,0.08895116,-10.6220045,-2.5378904,0.15394256,-8.065332,-3.0264869,1.4208262,0.54368335,-0.45242232,2.0716898,3.0233572,-0.5664357,-3.0295923,-1.5478405,2.069029,6.1197786,-0.45237488,123.91966,59.487846,41.64556,22.844835,26.86666,17.143635,21.964893,20.130745,22.12894,15.440925,19.739779,19.111984,16.594482,18.027164,16.026604,13.048852,10.514726,12.228511,10.181018,11.831463,17.493624,14.735174,10.735215,11.8601055,10.886096,15.198806,11.241655,12.569546,10.311804,9.7403755,2508.8114616697057,2240.862396794127,4608.7549621157195,0.07854417415893271,0.028098438,0.31461188
-522.9029,24.558304,-31.276283,7.045322,-15.5450735,-5.796264,-12.009866,-17.838268,-12.230663,-1.8512704,-0.80006313,-3.8802354,-1.5277967,0.102287136,4.908812,1.1985903,5.430031,3.1686208,4.0064974,4.3719273,-3.657255,-6.582196,-5.502589,-3.3788345,0.5349723,6.8714824,-2.3944774,-6.23064,-3.16913,-0.6886701,110.96255,35.463566,55.01115,29.909908,24.540821,13.600925,17.638937,23.925837,18.436417,13.7429695,18.6457,15.481925,20.123928,24.795164,20.266676,16.306303,25.949446,28.52097,19.454823,17.170567,17.034868,13.193998,14.899302,15.279239,19.557068,19.55321,13.366413,12.1035185,12.05906,13.122142,2190.9063338904366,1668.1421155851472,3616.2791382685614,0.07946522440545244,0.031511545,0.25607356
-402.17697,66.03559,-44.971676,-11.298044,-24.176405,-15.158409,-19.3645,-10.1474,-24.183367,3.290645,4.735898,-15.720312,-7.185935,-10.1799,-1.5763468,-4.14787,5.6854,5.913898,8.223835,3.9014895,-5.919744,-0.032265313,-1.8065255,-4.038807,-7.440559,-0.21821626,-4.1259513,-5.193996,-1.435743,-3.0494275,148.6627,60.710167,53.86798,34.232334,23.653034,27.895348,22.817698,21.302952,27.218575,20.503962,19.345184,18.041168,14.621275,16.213255,14.811307,14.504967,15.529927,18.197344,16.958084,18.492535,15.861181,10.772361,12.350811,12.793332,11.397612,9.600206,10.351518,15.493793,12.798388,10.536446,4106.404200902787,2162.1246831224043,5947.810438116299,0.14628838275812064,0.06522638,0.22347412
-488.76526,37.745663,-27.018566,2.8489823,-4.497226,-11.122003,-13.805176,-16.352837,-16.59555,-4.9018893,-7.83421,-12.7265625,-8.320301,-2.7495227,3.7244275,1.1907088,9.461199,11.782194,14.777053,11.408627,-0.7062903,-3.9088442,-7.2296767,-3.0317981,-1.3520292,-1.2429621,-4.0268416,-12.39394,-12.8869095,-3.1812072,83.311455,28.341835,40.625587,30.897757,30.68381,23.04731,26.491037,16.448786,20.738682,25.290792,22.291332,13.771303,18.221409,18.0423,12.516089,17.821949,22.158028,23.235218,18.672737,14.280536,17.702698,15.483034,15.413266,11.453768,13.395052,11.691992,13.395771,14.889027,14.461845,12.508421,3616.8769242675357,1935.2378000460224,4943.943499854989,0.1408175935324826,0.04000824,0.22396365
-481.4673,32.52172,-49.13035,3.5714881,-23.288927,-5.9702444,-14.475581,-17.000935,-15.475389,-5.053802,-9.290348,-12.523914,2.9347231,-1.9154016,6.606089,6.476387,12.450451,5.3399243,-4.758149,3.5455577,0.2058318,-2.5252454,-2.8240812,-6.0758286,-6.361347,4.7334886,3.1076941,-4.8916345,-3.1315958,1.7921004,97.09335,44.64109,74.05748,31.191383,26.402029,26.444525,20.409206,20.492056,24.497286,17.579,17.925535,17.0744,37.124985,27.603392,19.357794,27.770872,26.173458,31.51683,23.673546,24.04481,17.412512,16.72821,17.540903,17.424383,17.870152,27.568209,16.638262,23.947618,16.14356,16.737755,2586.1452831032775,2109.630833076482,4484.751690291473,0.08785097339037123,0.058472782,0.19224802
-457.75815,45.842335,-43.484783,0.34973484,-10.006957,-21.58103,-16.54592,-10.127199,-27.318996,-1.5534827,3.1065917,-16.650578,-7.819249,-8.580835,-0.21860428,2.2578416,9.774796,14.0352125,11.713411,11.259872,0.7160701,-3.8823457,-4.0016756,-6.2012644,-3.3703527,0.23959084,-4.2215815,-8.239997,-7.3451366,-0.6005397,94.5861,43.71737,60.612648,28.935919,24.81638,22.6467,18.461071,24.70276,32.08551,27.123487,23.372953,23.229258,14.03634,13.005018,23.35071,18.370493,17.04562,24.569698,16.334875,19.639051,20.22869,19.609184,14.31816,17.73714,13.556305,16.202383,16.279146,14.740037,14.017977,14.011768,3010.561136407373,2077.981878775019,4545.254495359629,0.1078115936774942,0.04190486,0.2046921
-487.02008,43.5119,-11.236501,4.9970794,-18.585909,3.0841115,-14.645417,5.217342,-0.54224396,0.8077421,2.881759,-6.9929986,0.18077962,-2.9379036,-6.104205,1.9892972,-0.32971758,2.3212135,1.3059198,1.8211129,1.538856,-1.350013,3.4092546,2.2539132,4.3079705,7.1742744,3.841848,1.7516179,0.63072246,-3.2498136,150.57016,54.99289,49.73254,18.970314,33.29638,13.658182,24.522377,27.132742,14.9859705,14.076902,23.140034,19.009438,23.045269,10.193892,16.559849,13.755127,15.631697,11.812946,13.121105,12.835535,12.848047,12.4956045,12.974658,10.751531,10.140033,14.635646,13.023862,14.044298,11.659928,10.704329,3464.86861249063,2745.2790437921963,6169.137792742169,0.10833272911832946,0.026733942,0.44000414
-422.22412,45.8724,-31.707108,5.0449247,-18.017523,0.46165243,-21.139153,-10.9434595,0.03177595,1.3758633,-8.341383,-3.1789954,-9.213482,-5.804039,-2.8751886,-1.0358076,-0.26410463,1.9053743,1.6879481,4.8861136,10.268582,7.1049194,2.2337918,1.5810474,0.20389453,-0.086945646,-0.78194034,-2.9449298,0.8271933,-4.0085998,148.02283,49.762074,70.42197,26.827965,26.832344,26.206238,33.826805,15.617384,18.212286,15.284328,17.092228,18.237877,18.397617,13.961184,18.73476,17.04757,19.201914,16.52118,17.510397,12.301362,16.721317,17.741104,18.693764,17.385334,13.359184,14.387174,10.913364,12.948653,10.340966,10.743962,3400.722180996856,2849.1686138613322,6275.105133410673,0.10111387035962877,0.041641064,0.29639596
-489.7568,60.047123,-21.862766,2.5644677,-18.502945,-5.4733624,-16.944653,-2.3752878,2.0308444,-0.47911677,-5.7194705,-3.7330341,-6.6533713,-4.0036216,-4.772645,-2.0586734,-2.7402008,1.4994048,-1.7731239,0.39321935,3.8319137,5.1963444,6.1653185,5.281808,3.647497,3.2509203,1.6539901,-1.8216467,-0.6029082,-3.1913023,160.51263,50.160988,69.19832,24.914022,28.516823,37.585255,34.665188,19.979258,24.234821,27.932693,14.605461,23.608366,14.954269,16.077166,14.039237,17.13734,13.394921,12.641933,15.932719,16.851841,13.828687,15.194975,13.885244,13.75251,15.199547,14.733476,11.851296,10.89027,10.365745,9.821707,2377.687964158136,2008.9163578770776,4129.328936158643,0.0681622498549884,0.029147582,0.32371455
-466.8854,40.517628,-20.96076,1.2933426,-8.860098,-0.19087549,-4.7942104,-18.91295,-2.0289295,4.2203693,2.2467022,2.1379914,-6.1713543,-4.1901803,0.07018891,-2.940167,-5.784388,-4.4957666,-0.37237838,1.4644563,5.429,3.8775122,1.4580525,1.4635457,-1.3879803,-2.5604358,-2.670234,-2.2899373,-0.24098186,0.7757942,84.09391,43.12923,31.958277,36.564312,20.703312,19.975405,18.808418,21.607124,19.828032,26.117704,15.282016,12.035301,18.524096,17.16417,9.941362,10.762316,10.71313,14.157173,14.534389,16.868725,15.443211,13.92837,17.454193,13.234657,12.459212,9.161768,11.6702795,10.474391,11.512716,8.1601305,3580.7588387510723,2385.2451914673284,5779.491734338747,0.14086177675464037,0.023378152,0.29075313
-469.4328,64.36756,-17.42933,4.5447474,-18.217596,-1.3836602,-8.761754,-23.69335,-13.426179,-8.300453,-2.4351194,-1.9148709,-8.674827,-4.1565795,0.107013285,-4.9536276,-5.6225977,-3.9271028,-0.21523948,-0.35280585,0.0691905,1.4316633,2.3766987,1.1772099,-1.0698998,-0.57187974,-1.7702534,-2.1082625,-1.6113853,-1.8382417,111.28048,49.734943,66.49741,37.084053,29.1198,21.447542,30.323475,35.635666,23.910692,20.770285,18.252432,14.964744,16.595915,15.702304,13.591961,14.585439,13.55303,16.953394,17.726173,18.03727,16.602789,15.508551,18.131294,15.934372,14.751759,10.309092,14.066969,12.9501,12.722629,13.191112,2266.246781728264,2036.5142818708982,4074.721532410093,0.08352328342517401,0.033900093,0.2899397
